Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages
alcatel,alcatel 3L,https://fdn2.gsmarena.com/vv/bigpic/alcatel-3l.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, February","Available. Released 2019, Q1",151.1 x 69.7 x 8 mm (5.95 x 2.74 x 0.31 in),145 g (5.11 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.94 inches, 86.6 cm2 (~82.2% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~289 ppi density)",Android 8.1 (Oreo),Mediatek MT6739 (28 nm) - EuropeQualcomm SDM429 Snapdragon 429 (12 nm),Quad-core 1.5 GHz Cortex-A53 - EuropeQuad-core 1.8 GHz Cortex-A53,PowerVR GE8100 - EuropeAdreno 504,microSDXC (uses shared SIM slot),16GB 2GB RAM,eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 1/4"", 1.12µm",HDR,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO",FM radio,microUSB 2.0,"Fingerprint (rear-mounted, market dependent), accelerometer, proximity",Li-Ion 3500 mAh battery,,"Anthracite black, Metallic Blue","5039U, 5039D",,,,,,"13 MP, f/2.0, 1/3.1"", 1.12µm 5 MP, f/2.4, (depth)",,,,Asahi Dragontrail Glass,Yes (market dependent),,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 3 (2019),https://fdn2.gsmarena.com/vv/bigpic/alcatel-3-2019.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20, 28","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, February","Available. Released 2019, Q1",151.1 x 69.7 x 8 mm (5.95 x 2.74 x 0.31 in),145 g (5.11 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.94 inches, 86.6 cm2 (~82.2% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~289 ppi density)",Android 8.1 (Oreo),Qualcomm SDM439 Snapdragon 439 (12 nm),Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),Adreno 505,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 1/4"", 1.12µm",HDR,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3500 mAh, non-removable",,"Blue-purple gradient, Black-blue gradien","5053K, 5053A, 5053Y, 5053D, 5053Y_EEA",,,,,,"13 MP, f/2.0, 1/3.1"", 1.12µm 5 MP, f/2.4, (depth)",,,,Asahi Dragontrail Glass,Yes (market dependent),,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 1s,https://fdn2.gsmarena.com/vv/bigpic/alcatel-1s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20, 28","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, February","Available. Released 2019, Q1",147.8 x 70.7 x 8.6 mm (5.82 x 2.78 x 0.34 in),146 g (5.15 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~74.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Android 9.0 (Pie),Unisoc SC9863 (28nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 4GB RAM",,,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, 1/5"", 1.12µm",HDR,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3060 mAh, non-removable",,"Blue, Black, Rose, Gold","5024A, 5024D, 5024I, 5024J, 5024D_EEA, 5024F",,,,,,"13 MP, f/2.0, 1/3.1"", 1.12µm 2 MP, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 1x (2019),https://fdn2.gsmarena.com/vv/bigpic/alcatel-1x-2019.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5059A,"1, 3, 5, 7, 8, 28, 38, 40 - 5008T","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, January","Available. Released 2019, Q1",146.4 x 68.8 x 8.3 mm (5.76 x 2.71 x 0.33 in),130 g (4.59 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~77.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Android 8.1 (Oreo),Mediatek MT6739 (28 nm),Quad-core 1.5 GHz Cortex-A53,PowerVR GE8100,microSDXC,16GB 2GB RAM,HSDPA 850 / 900 / 1900 / 2100 - 5059X/Y/D/J/T/I,,"LED flash, HDR",1080p@30fps,5 MP,LED flash,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted, 5008T only), accelerometer, proximity","Li-Ion 3000 mAh, removable",,"Pebble Blue, Pebble Black","5008T, 5008Y, 5008U, 5008R",About 120 EUR,,,"1, 3, 7, 8, 20, 28 - 5008Y",eMMC 5.1,13 MP 2 MP,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 1c (2019),https://fdn2.gsmarena.com/vv/bigpic/alcatel-1c-2019.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,HSPA 42.2/5.76 Mbps,"2019, January","Available. Released 2019, Q1",136.6 x 65.3 x 10 mm (5.38 x 2.57 x 0.39 in),148 g (5.22 oz),,Single SIM (Nano-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 64.5 cm2 (~72.3% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~215 ppi density)",Android 8.1 Oreo (Go edition),Spreadtrum SC7731E,Quad-core 1.3 GHz Cortex-A53,,microSDHC,8GB 1GB RAM,HSDPA 850 / 900 / 1900 / 2100,,"LED flash, HDR",720p@30fps,5 MP,LED flash,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 2000 mAh battery,,"Enamel Blue, Blush Pink, Volcano Black","5009A, 5009D, 5003G, 5003D_EEA, 5003D",About 70 EUR,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 1,https://fdn2.gsmarena.com/vv/bigpic/alcatel-1-2018.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20",HSPA 42.2/5.76 Mbps,"2018, July","Available. Released 2018, July",137.6 x 65.7 x 9.8 mm (5.42 x 2.59 x 0.39 in),134 g (4.73 oz),,Single SIM (Nano-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 64.5 cm2 (~71.4% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~215 ppi density)",Android 8.1 Oreo (Go edition),Mediatek MT6739 (28 nm),Quad-core 1.3 GHz Cortex-A53,,microSDHC,"8GB 1GB RAM, 16GB 1GB RAM",eMMC 5.1,,LED flash,1080p@30fps,5 MP,,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 2000 mAh battery,,"Black, Blue, Gold, Pink","5033X, 5033J, 5033T, 5033D, 5033G, 5033M, 5033X_EEA, 5033F",$ 56.95 / € 61.69 / £ 49.99,,,,,,,2 MP,,,,,,$ 69.99,$ 56.95,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel Tetra,https://fdn2.gsmarena.com/vv/bigpic/alcatel-tetra.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 5, 12, 14","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, September","Available. Released 2018, September",142.5 x 71.9 x 9.4 mm (5.61 x 2.83 x 0.37 in),150 g (5.29 oz),,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 8.1 (Oreo),Mediatek MT6739WM (28 nm),Quad-core 1.1 GHz Cortex-A53,PowerVR GE8100,microSDXC (dedicated slot),16GB 2GB RAM,eMMC 5.1,,"LED flash, HDR",720p@30fps,"5 MP, AF",,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2050 mAh, removable",,Stealth Black,,About 50 USD,,,,,,,2 MP,,Asahi Dragontrail Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 7,https://fdn2.gsmarena.com/vv/bigpic/alcatel-7-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 5, 12, 66, 71","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, August","Available. Released 2018, August",162.1 x 75 x 8.6 mm (6.38 x 2.95 x 0.34 in),175 g (6.17 oz),,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 93.8 cm2 (~77.1% screen-to-body ratio)","1080 x 2180 pixels, 18:9 ratio (~402 ppi density)",Android 8.1 (Oreo),Mediatek MT6763T Helio P23 (16 nm),Octa-core 2.5 GHz Cortex-A53,Mali-G71 MP2,microSDXC (dedicated slot),32GB 2GB RAM,eMMC 5.1,,"Dual-LED dual-tone flash, HDR, panorama",1080p@30fps (gyro-EIS),"8 MP, f/2.8, 1/4"", 1.12µm",LED flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4000 mAh, non-removable",Charging 10W Pump Express 2.0+,Black,6062W,About 180 USD,,,,,"12 MP, f/2.2, 27mm (wide), 1/2.8"", 1.25 μm, PDAF 2 MP, f/2.4, (depth)",,,,Asahi Glass,,,,,,Yes,Up to 700 h (3G),Up to 28 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel 5v,https://fdn2.gsmarena.com/vv/bigpic/alcatel-5v.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),HSDPA 900 / 2100,"1, 3, 7, 8, 20, 28","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, July","Available. Released 2018, August",153.7 x 74.5 x 8.5 mm (6.05 x 2.93 x 0.33 in),158 g (5.57 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.7 cm2 (~84.5% screen-to-body ratio)",720 x 1500 pixels (~268 ppi density),Android 8.1 (Oreo),Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC,32GB 3GB RAM,eMMC 5.1,,"Dual-LED dual-tone flash, HDR, panorama",1080p@30fps (gyro-EIS),"8 MP, f/2.8, 1/4"", 1.12µm",LED flash,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4000 mAh, non-removable",,"Black, Blue","5060D, 5060A",About 180 EUR,,,,,"12 MP, f/2.2, 1/2.8"", 1.25 μm, PDAF 2 MP, f/2.4, (depth)",,,,Asahi Dragontrail Glass,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 5,https://fdn2.gsmarena.com/vv/bigpic/alcatel-5-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - 5086D/Y,"1, 3, 7, 8, 20, 28 - 5086D/Y","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2018, February","Available. Released 2018, February",152.3 x 71.1 x 8.4 mm (6.00 x 2.80 x 0.33 in),144 g (5.08 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~77.4% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 7.1 (Nougat),Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC,"16GB 2GB RAM, 32GB 3GB RAM",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5086A,,"Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"12 MP, f/2.2, 1/2.9"", 1.25µm, AF",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",Wireless FM radio (no wired headphones required),"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable",,"Metallic Gold, Metallic Black","5086D, , 5086Y, 5086A",About 230 EUR,,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5086A",eMMC 5.1,"13 MP, f/2.0, 1.4µm 5 MP, depth sensor",,,,,Yes (5086Y only),,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 3v,https://fdn2.gsmarena.com/vv/bigpic/alcatel-3v.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - 5099Y/D/U/I,"1, 3, 7, 8, 20, 28, 38 - 5099Y/D","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2018, February","Available. Released 2018, February",162 x 76 x 8.1 mm (6.38 x 2.99 x 0.32 in),155 g (5.47 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~75.5% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Android 8.0 (Oreo),Mediatek MT8735A,Quad-core 1.45 GHz Cortex-A53,Mali-T720MP2,microSDXC,"16GB 2GB RAM, 32GB 2GB RAM",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5099A,,"LED flash, HDR, panorama",1080p@30fps,5 MP,LED flash,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",,"Spectrum Black, Spectrum Blue, Spectrum Gold","5099Y, 5099A, 5099D, 5099U, 5099I",About 160 EUR,,,"1, 3, 5, 7, 8, 20, 28, 38, 40 - 5099U/I","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5099A","12 MP, f/2.2, 1/2.8"", 1.25 μm, PDAF 2 MP, f/2.4, (depth)",,,,,Yes (5099Y only),,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 3x (2018),https://fdn2.gsmarena.com/vv/bigpic/alcatel-3x-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5058A/J,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5058A/J","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2018, February","Available. Released 2018, May",153.5 x 71.6 x 8.5 mm (6.04 x 2.82 x 0.33 in),144 g (5.08 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~76.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 7.1 (Nougat),Mediatek MT6739 (28 nm),Quad-core 1.3 GHz Cortex-A53,PowerVR GE8100,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM",HSDPA 850 / 900 / 1900 / 2100 - 5058I/T/Y,,"Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,,LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable",,"Metallic Black, Metallic Blue, Metallic Gold - EU/MEASpectrum Black, Spectrum Blue, Spectrum Gold - LATAM","5058, 5058I, 5058T, 5058Y, 5058A, 5058J",About 130 EUR,,,"1, 3, 5, 7, 8, 20, 28, 38, 40 - 5058I/T",eMMC 5.1,,,,,,Yes (5058Y only),,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 3,https://fdn2.gsmarena.com/vv/bigpic/alcatel-3-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5052A,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5052A","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2018, February","Available. Released 2018, May",147.1 x 68.8 x 8.5 mm (5.79 x 2.71 x 0.33 in),145 g (5.11 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~77.1% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Android 8.0 (Oreo),Mediatek MT6739 (28 nm),Quad-core 1.3 GHz Cortex-A53,PowerVR GE8100,microSDXC,16GB 2GB RAM,HSDPA 850 / 900 / 1900 / 2100 - 5052Y/D,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable",,"Spectrum Black, Spectrum Gold (LATAM), Spectrum Black, Spectrum Blue (APAC), Spectrum Black, Spectrum Blue, Spectrum Gold (EU/MEA)","5052D, 5052A, 5052Y",About 170 EUR,,,"1, 3, 7, 8, 20 - 5052Y/D",eMMC 5.1,,,5 MP,,,Yes (5052Y only),,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 1x,https://fdn2.gsmarena.com/vv/bigpic/alcatel-1x-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5059A,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5059A","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, February","Available. Released 2018, May",147.5 x 70.6 x 9.1 mm (5.81 x 2.78 x 0.36 in),151 g (5.33 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 72.5 cm2 (~69.6% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~203 ppi density)","Android 8.1 (Oreo) - 5059D only, Android 8.1 Oreo (Go edition) - all other models",Mediatek MT6739 (28 nm),Quad-core 1.3 GHz Cortex-A53,PowerVR GE8100,microSDHC,"16GB 1GB RAM, 16GB 2GB RAM",HSDPA 850 / 900 / 1900 / 2100 - 5059X/Y/D/J/T/I,,"LED flash, HDR",1080p@30fps,"8 MP, f/2.0, 1/4.0"", 1.12µm, AF 13 MP (5059D only)",LED flash,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted, 5059A/J only), accelerometer, proximity",Li-Ion 2460 mAh battery,,"Black, Blue (EU, MEA, APAC); Black, Gold, Rose Gold (LATAM)","5059, 5059D, 5059I, 5059A, 5059Y, 5059X, 5059J, 5059T, 5059Z",About 100 EUR,,,"1, 2, 3, 4, 5, 7, 12, 13, 17, 28 - 5059J",eMMC 5.1,,,5 MP,,,Yes (5059Y only),,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 3c,https://fdn2.gsmarena.com/vv/bigpic/alcatel-3c-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2018, January","Available. Released 2018, May",161 x 76 x 7.9 mm (6.34 x 2.99 x 0.31 in),169 g (5.96 oz),,Dual SIM (dual stand-by),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~75.9% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",Android 7.1 (Nougat),Mediatek MT8321 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,16GB 1GB RAM,,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Ion 3000 mAh, non-removable",,"Black, Gold, Blue",5026D,About 130 EUR,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 3088,https://fdn2.gsmarena.com/vv/bigpic/alcatel-3088.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,"1, 3, 7, 8, 20, 28","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",2019,Available. Released 2019,125.2 x 50.5 x 12.8 mm (4.93 x 1.99 x 0.50 in),90 g (3.17 oz),,Nano-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~28.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",KaiOS,Spreadtrum SC9820E,Dual-core (2x1.3 GHz Cortex-A7),,No,4GB 512MB,HSDPA 850 / 900 / 1900 / 2100,,LED flash,480p,2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP",Yes,FM radio,microUSB 2.0,,Li-Ion 1530 mAh battery,,"Black, Gray, Blue","3088X, 3088T",About 50 EUR,,,"1, 3, 5, 7, 8, 28, 38, 40","MP3/MP4/H.263 player Photo viewer Organizer Facebook, Whatsapp, YouTube, Google Maps",,,,,,,Yes,Yes,,,,Up to 300 h (2G) / Up to 300 h (3G),Up to 15 h (2G) / Up to 9 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel 1T 10,https://fdn2.gsmarena.com/vv/bigpic/alcatel-1t-10.jpg,No cellular connectivity,N/A,,,No,"2018, February","Available. Released 2018, June",255 x 155 x 9.4 mm (10.04 x 6.10 x 0.37 in),415 g (14.64 oz),,No,"TFT capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~74.8% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)",Android 8.1 (Oreo),Mediatek MT8321 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),16GB 1GB RAM,,,,720p@30fps,2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,"Li-Ion 4000 mAh, non-removable",,"Gray, Dark Blue",,About 100 EUR,,,,,,,2 MP,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel 1T 7,https://fdn2.gsmarena.com/vv/bigpic/alcatel-1t-7.jpg,No cellular connectivity,N/A,,,No,"2018, February","Available. Released 2018, June",189.5 x 111 x 9.2 mm (7.46 x 4.37 x 0.36 in),245 g (8.64 oz),,No,"TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~65.6% screen-to-body ratio)","1024 x 600 pixels, 16:9 ratio (~170 ppi density)",Android 8.1 (Oreo),Mediatek MT8321A/D (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),8GB 1GB RAM,,,,720p@30fps,2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,"Li-Ion 2580 mAh, non-removable",,"Gray, Dark Blue",9009G,About 70 EUR,,,,,,,VGA,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
